architecture	total_npcs	hero_agents	mass_entities	seeds	infer_us_mean	infer_us_p95	frame_ms_mean	frame_ms_p95	fail_rate	intents_per_agent_min	path_queue_peak	path_wait_ms_p95	mass_policy_us_mean
actor_bt	4	4	0	1	-	-	157.04	168.02	0.000	3.51	0.0	0.0	-
